Mã số,Tên,Cơ quan ban hành,Cơ quan thực hiện,Lĩnh vực,URL
1.115744,Đăng ký đất đai lần đầu đối với trường hợp được Nhà nước giao đất để quản lý,UBND tỉnh Lạng Sơn,Văn phòng Đăng ký đất đai - tỉnh Lạng Sơn; Chi nhánh Văn phòng đăng ký đất đai khu vực,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f6a00-7be7-70d5-b12f-996058859c08
1.115743,Chuyển mục đích sử dụng đất (cấp xã),UBND tỉnh Lạng Sơn,"Phòng Kinh tế; Phòng Kinh tế, Hạ tầng và Đô thị",Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f69fc-226d-777b-ad15-ad89c370734a
1.115742,"Giao đất, cho thuê đất đối với trường hợp giao đất, cho thuê đất không đấu giá quyền sử dụng đất, không đấu thầu lựa chọn nhà đầu tư thực hiện dự án có sử dụng đất và trường hợp giao đất, cho thuê đất thông qua đấu thầu lựa chọn nhà đầu tư thực hiện dự án có sử dụng đất; giao đất và giao rừng; cho thuê đất và cho thuê rừng (Cấp xã)",UBND tỉnh Lạng Sơn,"Phòng Kinh tế; Phòng Kinh tế, Hạ tầng và Đô thị",Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f69ef-6701-7537-ae3d-59ec59e36acc
1.115741,"Cấp Giấy chứng nhận quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất đối với trường hợp hộ gia đình, cá nhân đã được cấp giấy chứng nhận đối với một phần diện tích của thửa đất, phần diện tích còn lại chưa đủ điều kiện cấp giấy chứng nhận theo quy định của pháp luật tại thời điểm cấp giấy chứng nhận trước đây mà nay đủ điều kiện cấp Giấy chứng nhận quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất",UBND tỉnh Lạng Sơn,"Phòng Kinh tế; Phòng Kinh tế, Hạ tầng và Đô thị",Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f69e3-8f65-750d-85de-9ac30e7db409
1.115740,Sử dụng đất kết hợp đa mục đích (Cấp xã),UBND tỉnh Lạng Sơn,Phòng Kinh tế; Ủy ban nhân dân cấp xã,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f69e0-b7c2-712b-98e2-b9349670905f
1.115739,"Góp quyền sử dụng đất, điều chỉnh lại đất đai (cấp xã)",UBND tỉnh Lạng Sơn,"Phòng Kinh tế; Phòng Kinh tế, Hạ tầng và Đô thị",Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f69dc-a486-71d8-8517-fd867df91125
1.115738,Đính chính Giấy chứng nhận đã cấp lần đầu có sai sót (Cấp xã),UBND tỉnh Lạng Sơn,Chi nhánh Văn phòng đăng ký đất đai khu vực; Ủy ban nhân dân cấp xã,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f69be-207d-769e-b88c-f30136ede673
1.115737,"Cấp Giấy chứng nhận quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất đối với trường hợp người sử dụng đất đã thực hiện chuyển đổi quyền sử dụng đất nông nghiệp theo phương án “dồn điền đổi thửa” được cơ quan có thẩm quyền phê duyệt trước ngày 01 tháng 8 năm 2024",UBND tỉnh Lạng Sơn,"Phòng Kinh tế; Phòng Kinh tế, Hạ tầng và Đô thị",Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f69b8-f5b8-710a-8003-8ed4cf8a540c
1.115736,"Đăng ký, cấp Giấy chứng nhận quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất đối với toàn bộ diện tích đất đang sử dụng quy định tại Điều 24 Nghị định số 101/2024/NĐ-CP",UBND tỉnh Lạng Sơn,Văn phòng Đăng ký đất đai - tỉnh Lạng Sơn; Chi nhánh Văn phòng đăng ký đất đai khu vực,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f6928-0c47-773a-ac85-0a89c7c8c91b
1.115735,"Đăng ký, cấp Giấy chứng nhận đối với trường hợp cá nhân, hộ gia đình đã được cấp Giấy chứng nhận một phần diện tích vào loại đất ở trước ngày 01 tháng 7 năm 2004, phần diện tích còn lại của thửa đất chưa được cấp Giấy chứng nhận",UBND tỉnh Lạng Sơn,Văn phòng Đăng ký đất đai - tỉnh Lạng Sơn; Chi nhánh Văn phòng đăng ký đất đai khu vực,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f6913-6470-775c-9af6-f5593d75468a
1.115734,"Thẩm định, phê duyệt phương án sử dụng đất",UBND tỉnh Lạng Sơn,Sở Nông nghiệp và Môi trường - tỉnh Lạng Sơn,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f690a-9cd4-7218-809d-9e3c2953c32e
1.115733,"Cấp đổi Giấy chứng nhận quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất",UBND tỉnh Lạng Sơn,Văn phòng Đăng ký đất đai - tỉnh Lạng Sơn; Chi nhánh Văn phòng đăng ký đất đai khu vực,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f6907-41c9-70c7-aa9c-4769ab510889
1.115732,"Đăng ký tài sản gắn liền với thửa đất đã được cấp Giấy chứng nhận hoặc đăng ký thay đổi về tài sản gắn liền với đất so với nội dung đã đăng ký, gia hạn thời hạn sở hữu nhà ở của tổ chức nước ngoài, cá nhân nước ngoài theo quy định của pháp luật về nhà ở nội dung đã đăng ký",UBND tỉnh Lạng Sơn,Văn phòng Đăng ký đất đai - tỉnh Lạng Sơn; Chi nhánh Văn phòng đăng ký đất đai khu vực,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f68fe-6301-7345-b7ce-a683c8898f97
1.115731,"Đăng ký, cấp Giấy chứng nhận đối với trường hợp hộ gia đình, cá nhân đang sử dụng đất không đúng mục đích đã được Nhà nước công nhận quyền sử dụng đất trước ngày 01/7/2014",UBND tỉnh Lạng Sơn,Văn phòng Đăng ký đất đai - tỉnh Lạng Sơn; Chi nhánh Văn phòng đăng ký đất đai khu vực,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f68e4-2fee-7284-8163-6b6e503a5310
1.115730,Đăng ký biến động chuyển mục đích sử dụng đất không phải xin phép cơ quan nhà nước có thẩm quyền,UBND tỉnh Lạng Sơn,Văn phòng Đăng ký đất đai - tỉnh Lạng Sơn; Chi nhánh Văn phòng đăng ký đất đai khu vực,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f68db-7226-74cc-baef-7c72adbd8256
1.115729,"Đăng ký biến động đối với trường hợp thay đổi quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất theo thỏa thuận của các thành viên hộ gia đình hoặc của vợ và chồng; quyền sử dụng đất xây dựng công trình trên mặt đất phục vụ cho việc vận hành, khai thác sử dụng công trình ngầm, quyền sở hữu công trình ngầm; bán tài sản, điều chuyển, chuyển nhượng quyền sử dụng đất là tài sản công theo quy định của pháp luật về quản lý, sử dụng tài sản công; nhận quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất theo kết quả giải quyết tranh chấp, khiếu nại, tố cáo về đất đai hoặc bản án, quyết định của Tòa án, quyết định thi hành án của cơ quan thi hành án đã được thi hành; quyết định hoặc phán quyết của Trọng tài thương mại Việt Nam về giải quyết tranh chấp giữa các bên phát sinh từ hoạt động thương mại liên quan đến đất đai; nhận quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất do xử lý tài sản thế chấp là quyền sử dụng đất, tài sản gắn liền với đất đã được đăng ký, bao gồm cả xử lý khoản nợ có nguồn gốc từ khoản nợ xấu của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài",UBND tỉnh Lạng Sơn,Văn phòng Đăng ký đất đai - tỉnh Lạng Sơn; Chi nhánh Văn phòng đăng ký đất đai khu vực,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f68b7-3349-779e-afc4-d1801f6b64f0
1.115728,"Cấp Giấy chứng nhận quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất lần đầu",UBND tỉnh Lạng Sơn,Văn phòng Đăng ký đất đai - tỉnh Lạng Sơn,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f68ad-c89f-767d-a85f-431e62fa47bf
1.115727,"Tách thửa, hợp thửa đất",UBND tỉnh Lạng Sơn,Văn phòng Đăng ký đất đai - tỉnh Lạng Sơn; Chi nhánh Văn phòng đăng ký đất đai khu vực,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f689e-e21f-7207-8563-11ca63b34b31
1.115726,"Đăng ký đất đai, tài sản gắn liền với đất lần đầu đối với tổ chức đang sử dụng đất, người gốc Việt Nam định cư ở nước ngoài",UBND tỉnh Lạng Sơn,Sở Nông nghiệp và Môi trường - tỉnh Lạng Sơn,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f6897-be19-77aa-aade-80b39ea3bb31
1.115725,Sử dụng đất kết hợp đa mục đích,UBND tỉnh Lạng Sơn,Sở Nông nghiệp và Môi trường - tỉnh Lạng Sơn,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f6886-8b18-702b-9f30-859b524f6325
1.115724,"Thu hồi, hủy Giấy chứng nhận đã cấp và cấp Giấy chứng nhận quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất sau khi thu hồi Giấy chứng nhận đã cấp",UBND tỉnh Lạng Sơn,Văn phòng Đăng ký đất đai - tỉnh Lạng Sơn; Chi nhánh Văn phòng đăng ký đất đai khu vực,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f6885-5e25-736d-9f3b-dfb5539e63d5
1.115723,Đính chính Giấy chứng nhận đã cấp,UBND tỉnh Lạng Sơn,Văn phòng Đăng ký đất đai - tỉnh Lạng Sơn; Chi nhánh Văn phòng đăng ký đất đai khu vực,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f6874-aa99-70e3-a6f7-b63b22b3d13a
1.115722,"Đăng ký biến động thay đổi quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất do chia, tách, hợp nhất, sáp nhập tổ chức hoặc chuyển đổi mô hình tổ chức, chuyển đổi loại hình doanh nghiệp theo quy định của pháp luật về doanh nghiệp; điều chỉnh quy hoạch xây dựng chi tiết; cấp Giấy chứng nhận cho từng thửa đất theo quy hoạch xây dựng chi tiết cho chủ đầu tư dự án có nhu cầu",UBND tỉnh Lạng Sơn,Văn phòng Đăng ký đất đai - tỉnh Lạng Sơn,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f6872-a464-768d-8166-2f54a05e04be
1.115721,Tổ chức kinh tế thỏa thuận nhận quyền sử dụng đất để thực hiện dự án,UBND tỉnh Lạng Sơn,Sở Nông nghiệp và Môi trường - tỉnh Lạng Sơn,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f6658-7845-7477-8844-ec9e102ccdcb
1.115720,"Đăng ký, cấp Giấy chứng nhận đối với trường hợp chuyển nhượng dự án đầu tư có sử dụng đất",UBND tỉnh Lạng Sơn,Văn phòng Đăng ký đất đai - tỉnh Lạng Sơn; Chi nhánh Văn phòng đăng ký đất đai khu vực,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f6568-cf23-739b-826a-dd95fabad434
1.115719,"Đăng ký biến động quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất trong các trường hợp chuyển đổi quyền sử dụng đất nông nghiệp mà không theo phương án dồn điền, đổi thửa; chuyển nhượng, thừa kế, tặng cho quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất, góp vốn bằng quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất; cho thuê, cho thuê lại quyền sử dụng đất trong dự án xây dựng kinh doanh kết cấu hạ tầng; bán hoặc tặng cho hoặc để thừa kế hoặc góp vốn bằng tài sản gắn liền với đất thuê của Nhà nước theo hình thức thuê đất trả tiền hàng năm; chuyển nhượng quyền khai thác khoáng sản theo quy định của pháp luật về địa chất và khoáng sản",UBND tỉnh Lạng Sơn,Văn phòng Đăng ký đất đai - tỉnh Lạng Sơn; Chi nhánh Văn phòng đăng ký đất đai khu vực,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f6567-6746-754e-a073-4d425e27c92d
1.115718,"Đăng ký biến động đổi tên hoặc thay đổi thông tin về người sử dụng đất, chủ sở hữu tài sản gắn liền với đất hoặc thay đổi số hiệu hoặc địa chỉ của thửa đất; thay đổi hạn chế quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất hoặc có thay đổi quyền đối với thửa đất liền kề; giảm diện tích thửa đất do sạt lở tự nhiên",UBND tỉnh Lạng Sơn,Văn phòng Đăng ký đất đai - tỉnh Lạng Sơn; Chi nhánh Văn phòng đăng ký đất đai khu vực,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f655e-ae8f-7119-83ea-7dfede7d7fbf
1.115705,"Thủ tục xác nhận dự án đầu tư đáp ứng tiêu chí thực hiện hoạt động công nghệ cao, công nghệ chiến lược đầu tư vào khu công nghệ cao (Cấp tỉnh)",Bộ Khoa học và Công nghệ,Ban quản lý khu công nghệ cao,Hoạt động khoa học và công nghệ,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f6552-f7f4-760d-b52d-af457d19e0c6
1.115717,Xác nhận tiếp tục sử dụng đất nông nghiệp của cá nhân khi hết hạn sử dụng đất,UBND tỉnh Lạng Sơn,Văn phòng Đăng ký đất đai - tỉnh Lạng Sơn; Chi nhánh Văn phòng đăng ký đất đai khu vực,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f6536-42e1-7109-bf6f-075c05149ec1
1.115716,"Đăng ký, cấp Giấy chứng nhận đối với trường hợp đã chuyển quyền sử dụng đất trước ngày 01 tháng 8 năm 2024 mà bên chuyển quyền đã được cấp Giấy chứng nhận nhưng chưa thực hiện thủ tục chuyển quyền theo quy định",UBND tỉnh Lạng Sơn,Văn phòng Đăng ký đất đai - tỉnh Lạng Sơn; Chi nhánh Văn phòng đăng ký đất đai khu vực,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f6534-b683-76bf-b339-2f47d3a3887d
1.115715,"Xóa ghi nợ tiền sử dụng đất, lệ phí trước bạ trên Giấy chứng nhận đã cấp",UBND tỉnh Lạng Sơn,Văn phòng Đăng ký đất đai - tỉnh Lạng Sơn; Chi nhánh Văn phòng đăng ký đất đai khu vực,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f652a-237c-70c9-bcf9-fa00ed38c746
1.115714,"Đăng ký, cấp Giấy chứng nhận quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất cho người nhận chuyển nhượng quyền sử dụng đất, quyền sở hữu nhà ở, công trình xây dựng trong dự án bất động sản",UBND tỉnh Lạng Sơn,Văn phòng Đăng ký đất đai - tỉnh Lạng Sơn; Chi nhánh Văn phòng đăng ký đất đai khu vực,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f6522-7fd0-762a-bc98-95b960a4b3cc
1.115713,Đăng ký biến động đối với trường hợp thành viên của hộ gia đình hoặc cá nhân đang sử dụng đất thành lập doanh nghiệp tư nhân và sử dụng đất vào hoạt động sản xuất kinh doanh của doanh nghiệp,UBND tỉnh Lạng Sơn,Văn phòng Đăng ký đất đai - tỉnh Lạng Sơn,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f6520-0fe5-776c-b1a0-f8876b2439f7
1.115712,Cấp lại Giấy chứng nhận đã cấp do bị mất,UBND tỉnh Lạng Sơn,Văn phòng Đăng ký đất đai - tỉnh Lạng Sơn; Chi nhánh Văn phòng đăng ký đất đai khu vực,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f650d-13b1-7208-a07e-27c66fe33c56
1.115711,"Xóa đăng ký thuê, cho thuê lại quyền sử dụng đất trong dự án xây dựng kinh doanh kết cấu hạ tầng",UBND tỉnh Lạng Sơn,Văn phòng Đăng ký đất đai - tỉnh Lạng Sơn; Chi nhánh Văn phòng đăng ký đất đai khu vực,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f64fb-f3e6-74f2-9692-30ff133deb59
1.115710,"Điều chỉnh quyết định giao đất, cho thuê đất, cho phép chuyển mục đích sử dụng đất",UBND tỉnh Lạng Sơn,Sở Nông nghiệp và Môi trường - tỉnh Lạng Sơn,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f64c3-2f70-77c4-ab74-7ba00710056d
1.115704,"Thủ tục cấp lại Giấy chứng nhận cơ sở ươm tạo công nghệ cao, công nghệ chiến lược, ươm tạo doanh nghiệp công nghệ cao, doanh nghiệp công nghệ chiến lược (Cấp tỉnh)",Bộ Khoa học và Công nghệ,Ủy ban nhân dân cấp tỉnh,Hoạt động khoa học và công nghệ,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f64ac-67bd-770e-8b0a-4f18c790bb26
1.115703,"Thủ tục cấp Giấy chứng nhận cơ sở ươm tạo công nghệ cao, công nghệ chiến lược, ươm tạo doanh nghiệp công nghệ cao, doanh nghiệp công nghệ chiến lược (Cấp tỉnh)",Bộ Khoa học và Công nghệ,Ủy ban nhân dân cấp tỉnh,Hoạt động khoa học và công nghệ,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f64a6-31ea-755b-9fb3-a6d0e302d4c6
1.115702,"Thủ tục xác nhận sản phẩm công nghệ cao được khuyến khích phát triển, sản phẩm công nghệ chiến lược (Cấp tỉnh)",Bộ Khoa học và Công nghệ,Ủy ban nhân dân cấp tỉnh,Hoạt động khoa học và công nghệ,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f649f-4826-747a-8d8a-74fc8299cc2f
1.115701,"Thủ tục xác nhận doanh nghiệp khởi nghiệp công nghệ cao, doanh nghiệp khởi nghiệp công nghệ chiến lược (Cấp tỉnh)",Bộ Khoa học và Công nghệ,Ủy ban nhân dân cấp tỉnh,Hoạt động khoa học và công nghệ,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f6494-2dc8-735c-9a5e-424274e722b4
1.115700,"Thủ tục xác nhận doanh nghiệp sản xuất sản phẩm công nghệ cao, doanh nghiệp công nghệ cao (Cấp tỉnh)",Bộ Khoa học và Công nghệ,Ủy ban nhân dân cấp tỉnh,Hoạt động khoa học và công nghệ,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f648f-a08b-75be-9010-078979818c3a
1.115699,"Thủ tục công nhận Trung tâm nghiên cứu và phát triển công nghệ cao, Trung tâm nghiên cứu và phát triển công nghệ chiến lược (Cấp tỉnh)",Bộ Khoa học và Công nghệ,Ủy ban nhân dân cấp tỉnh,Hoạt động khoa học và công nghệ,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f6425-bf86-74ad-b829-998a02d9cf10
1.115698,Thủ tục xác nhận sản phẩm công nghệ cao được khuyến khích phát triển/sản phẩm công nghệ chiến lược,Bộ Khoa học và Công nghệ,Vụ Khoa học kỹ thuật và công nghệ,Hoạt động khoa học và công nghệ,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f641e-dc43-73ef-b637-79e78593160c
1.115709,Chuyển hình thức sử dụng đất; gia hạn sử dụng đất khi hết thời hạn sử dụng đất; điều chỉnh thời hạn sử dụng đất,UBND tỉnh Lạng Sơn,Sở Nông nghiệp và Môi trường - tỉnh Lạng Sơn,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f640a-5017-750a-bf3e-b8b9a32bddbd
1.115708,Chuyển mục đích sử dụng đất,UBND tỉnh Lạng Sơn,Sở Nông nghiệp và Môi trường - tỉnh Lạng Sơn,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f63ef-b671-73f9-a552-b97d1e124372
1.115707,"Giao đất, cho thuê đất đối với trường hợp giao đất, cho thuê đất không đấu giá quyền sử dụng đất, không đấu thầu lựa chọn nhà đầu tư thực hiện dự án có sử dụng đất và trường hợp giao đất, cho thuê đất thông qua đấu thầu lựa chọn nhà đầu tư thực hiện dự án có sử dụng đất; giao đất và giao rừng; cho thuê đất và cho thuê rừng",UBND tỉnh Lạng Sơn,Sở Nông nghiệp và Môi trường - tỉnh Lạng Sơn,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f639f-e432-7283-9221-c5dd191a9000
1.115695,"Góp quyền sử dụng đất, điều chỉnh lại đất đai",UBND tỉnh Lạng Sơn,Sở Nông nghiệp và Môi trường - tỉnh Lạng Sơn,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f6113-bc6b-71ff-bb8d-15d8d4ab28fc
1.115697,"Thủ tục xác nhận doanh nghiệp công nghệ cao, doanh nghiệp công nghệ chiến lược",Bộ Khoa học và Công nghệ,Vụ Khoa học kỹ thuật và công nghệ,Hoạt động khoa học và công nghệ,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f6024-7909-77e3-8f3a-e81c9b9db7ad
1.115696,"Thủ tục công nhận Trung tâm nghiên cứu và phát triển công nghệ cao, Trung tâm nghiên cứu và phát triển công nghệ chiến lược",Bộ Khoa học và Công nghệ,Vụ Khoa học kỹ thuật và công nghệ,Hoạt động khoa học và công nghệ,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f601d-ae1f-7434-b0e2-5cdaa3334d45
1.115649,"Giao đất, cho thuê đất không thông qua hình thức đấu giá quyền sử dụng đất, không đấu thầu lựa chọn nhà đầu tư thực hiện dự án có sử dụng đất đối với trường hợp thuộc diện chấp thuận chủ trương đầu tư, chấp thuận nhà đầu tư",UBND Thành phố Hải Phòng,Cơ quan chuyên môn về Nông nghiệp và Môi trường thuộc UBND cấp xã,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f5aa9-7099-73fd-bbb7-4dc6c92aea90
1.115648,"Giao đất, cho thuê đất không thông qua hình thức đấu giá quyền sử dụng đất, không đấu thầu lựa chọn nhà đầu tư thực hiện dự án có sử dụng đất đối với trường hợp không thuộc diện chấp thuận chủ trương đầu tư, chấp thuận nhà đầu tư theo pháp luật về đầu tư; giao rừng, cho thuê rừng",UBND Thành phố Hải Phòng,Cơ quan chuyên môn về Nông nghiệp và Môi trường thuộc UBND cấp xã,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f5a97-0e40-74d9-93c6-975a7e7311f9
1.115647,"Thu hồi Giấy chứng nhận đã cấp không đúng quy định của pháp luật đất đai do người sử dụng đất, chủ sở hữu tài sản gắn liền với đất phát hiện và cấp lại Giấy chứng nhận sau khi thu hồi",UBND Thành phố Hải Phòng,Văn phòng đăng ký đất đai; Sở Nông nghiệp và Môi trường; Chi nhánh Văn phòng đăng ký đất đai khu vực,Đất đai,https://dichvucong.gov.vn/thu-tuc-hanh-chinh/019f5a93-e14e-7698-938f-c8b775b77022
